dataset,path,size_bytes,size_human,row_count,columns_or_keys,status,route_priority
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100109_mask.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100110_mask.txt,25,25.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100111_mask.txt,23,23.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100112_mask.txt,47,47.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100113_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100114_mask.txt,48,48.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100116_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/data_C6/bbox_C6/EndoCV2021_C6_0100123_mask.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_104.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_106.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_141.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_143.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_166.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_167.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_169.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_172.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_178.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_190.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_199.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_206.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_208.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_221.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_224.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_233.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_248.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_250.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_272.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_280.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_284.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_293.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_299.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_300.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_303.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_309.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_312.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_313.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_320.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_324.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_327.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_69.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_77.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_78.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_84.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq1/bbox_seq1/0_endocv2021_positive_95.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1003.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1013.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1017.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1039.txt,24,24.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1049.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1052.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1054.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1055.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1057.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1059.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_1079.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_919.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_920.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_931.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_937.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_939.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_942.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_943.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_962.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_968.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_979.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_985.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_986.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_987.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq10/bbox_seq10/2_endocv2021_positive_990.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2193961.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194001.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194041.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194081.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194121.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194161.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194204.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194242.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194281.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194321.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194361.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194401.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194441.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194481.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194521.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194561.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194601.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194641.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194681.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194721.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194761.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194801.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194841.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194881.txt,1,1.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194921.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2194961.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195001.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195041.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195081.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195121.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195161.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195201.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195241.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195281.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195321.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195361.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195401.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195441.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195481.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195521.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195561.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195601.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195641.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195681.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195721.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195761.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195801.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195841.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195881.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195921.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2195961.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196001.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196041.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196081.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196121.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196161.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196201.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196241.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196281.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196321.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196361.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196401.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196441.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196481.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196521.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196561.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196601.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196641.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196681.txt,21,21.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196721.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196761.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196801.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196841.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196881.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196921.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2196961.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197001.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197041.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197081.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197121.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197161.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197201.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197241.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197281.txt,22,22.00 B,,,OK,0
PolypGen,data/external/PolypGen/PolypGen2021_MultiCenterData_v3/sequenceData/positive/seq11/bbox_seq11/EndoCV2021_seq11_Image_2197321.txt,1,1.00 B,,,OK,0
